frequency,word
15.0,dms
15.0,barely
15.0,apple
15.0,ouch
15.0,crush
15.0,netflix
15.0,anyway
15.0,awh
15.0,rly
15.0,worked
15.0,:((((((((
15.0,perfect
15.0,y'all
15.0,changed
15.0,flight
14.0,v
14.0,goodbye
14.0,attention
14.0,+
14.0,@uniquetsalonga
14.0,four
14.0,staying
14.0,tiny
14.0,lifesentence
14.0,@realdonaldtrump
14.0,breaks
14.0,"man,"
14.0,spent
14.0,losing
14.0,brought
14.0,country
14.0,needed
14.0,slept
14.0,join
14.0,8
14.0,oomf
14.0,members
14.0,second
14.0,minutes
14.0,played
14.0,become
14.0,words
14.0,talked
14.0,worth
14.0,salonga
14.0,extra
14.0,ending
14.0,laugh
14.0,dinner
14.0,gotten
14.0,wouldve
14.0,story
14.0,po
14.0,between
14.0,dress
14.0,exhausted
14.0,awe
14.0,share
14.0,:(((((((((
14.0,stress
14.0,hurting
14.0,buying
14.0,mess
14.0,blocked
14.0,gosh
14.0,ba
14.0,line
14.0,touch
14.0,si
14.0,fucked
14.0,ka
13.0,plan
13.0,dumb
13.0,hearing
13.0,afford
13.0,sana
13.0,makeup
13.0,"oh,"
13.0,rain
13.0,oof
13.0,:d
13.0,near
13.0,ruined
13.0,spend
13.0,lives
13.0,//
13.0,ain't
13.0,bruins
13.0,ty
13.0,choose
13.0,smh
13.0,noticed
13.0,somebody
13.0,fault
13.0,fr
13.0,death
13.0,running
13.0,set
13.0,mi
13.0,leaves
13.0,cats
13.0,box
13.0,realized
13.0,biggest
13.0,question
13.0,genuinely
13.0,di
13.0,beat
13.0,takes
13.0,"time,"
13.0,special
13.0,red
13.0,visit
13.0,fat
13.0,ahh
13.0,12
13.0,expensive
13.0,trash
13.0,idea
13.0,apartment
13.0,works
13.0,ima
13.0,bub
13.0,solo
13.0,happens
13.0,hanging
12.0,l
12.0,passed
12.0,lowkey
12.0,huhuhu
12.0,e
12.0,happiness
12.0,eating
12.0,quite
12.0,bye
12.0,hands
12.0,thru
12.0,nights
12.0,avengers
12.0,third
12.0,cancelled
12.0,heck
12.0,fair
12.0,mans
12.0,"day,"
12.0,positive
12.0,relate
12.0,hmu
12.0,meant
12.0,w/
12.0,terrible
12.0,taeyong
12.0,handle
12.0,freaking
12.0,event
12.0,mtvbrkpopbts
12.0,plz
12.0,peace
12.0,absolutely
12.0,tummy
12.0,computer
12.0,write
12.0,meeting
12.0,woman
12.0,self
12.0,youll
12.0,studying
12.0,sell
12.0,light
12.0,upload
12.0,catch
12.0,child
12.0,"up,"
12.0,shitty
12.0,moving
12.0,tix
12.0,cheese
12.0,respect
12.0,"today,"
12.0,killing
12.0,eh
12.0,mtvlakpopbts
12.0,michael
12.0,checked
12.0,anywhere
12.0,praying
12.0,uh
12.0,living
12.0,kisses
12.0,letting
12.0,taehyung
12.0,blessed
12.0,"yeah,"
12.0,dan
12.0,entire
12.0,against
12.0,continue
12.0,rude
12.0,level
12.0,universe
12.0,available
12.0,putting
12.0,pet
12.0,ha
12.0,favourite
11.0,uncomfortable
11.0,cuddles
11.0,breaking
11.0,class
11.0,boring
11.0,bummed
11.0,apparently
11.0,finish
11.0,low
11.0,gif
11.0,asap
11.0,jelly
11.0,interview
11.0,bunch
11.0,meme
11.0,"sad,"
11.0,followed
11.0,wind
11.0,along
11.0,turned
11.0,@richkeith
11.0,art
11.0,"now,"
11.0,@cienfuegosxx
11.0,til
11.0,tea
11.0,hays
11.0,screen
11.0,less
11.0,outside
11.0,(2018)
11.0,anyways
11.0,irl
11.0,pc
11.0,queen
11.0,partner
11.0,"too,"
11.0,dying
11.0,mo
11.0,heartbroken
11.0,atm
11.0,legit
11.0,cheeks
11.0,beer
11.0,kpop
11.0,thor
11.0,straight
11.0,smol
11.0,seem
11.0,perform
11.0,nap
11.0,anon
11.0,tweeted
11.0,trip
11.0,armys
11.0,exam
11.0,painful
11.0,ik
11.0,active
11.0,code
11.0,paid
11.0,re
11.0,@calum5sos
11.0,pink
11.0,wearing
11.0,sunshine
11.0,book
11.0,shet
11.0,main
11.0,imma
11.0,misses
11.0,bag
11.0,playlist
11.0,calm
11.0,jealous
11.0,deep
11.0,delete
11.0,tae
11.0,au
11.0,wings
11.0,pull
11.0,suddenly
11.0,likes
11.0,wondering
11.0,whatever
11.0,shopping
11.0,tears
11.0,park
11.0,choice
11.0,sale
11.0,inside
11.0,surprised
11.0,type
11.0,nah
11.0,issues
11.0,content
11.0,hasnt
